path	expect	first	final	destination	verdict
/wp-content/uploads/2025/03/Storefront-Pressure-Washing-1024x751.webp	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/Storefront-Pressure-Washing.webp	OK
/wp-content/uploads/2025/03/Storefront-Pressure-Washing-300x220.webp	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/Storefront-Pressure-Washing.webp	OK
/wp-content/uploads/2025/03/Storefront-Pressure-Washing-768x563.webp	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/Storefront-Pressure-Washing.webp	OK
/wp-content/uploads/2025/03/Storefront-Pressure-Washing.webp	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/Storefront-Pressure-Washing.webp	OK
/wp-content/uploads/2025/03/Toronto-Transportation-Club-Logo.webp	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/Toronto-Transportation-Club-Logo.webp	OK
/wp-content/uploads/2025/03/Toronto-Trucking-Association-Logo.webp	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/Toronto-Trucking-Association-Logo.webp	OK
/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon-180x180.png	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon.png	OK
/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon-192x192.png	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon.png	OK
/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon-270x270.png	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon.png	OK
/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon-32x32.png	301	301	200	https://img-lp.rexdalemobilewash.ca/wp-content/uploads/2025/03/cropped-Rexdale-Mobile-Wash-Favicon.png	OK
/feed/	404	404	404		OK-GONE
/comments/feed/	404	404	404		OK-GONE
/wp-json/	404	404	404		OK-GONE
/wp-json/wp/v2/pages/11	404	404	404		OK-GONE
/xmlrpc.php	404	404	404		OK-GONE
/wp-admin/admin-ajax.php	404	404	404		OK-GONE
/wp-content/plugins/elementor/assets/js/frontend.min.js	404	404	404		OK-GONE
/wp-content/themes/hello-elementor/assets/css/theme.css	404	404	404		OK-GONE
/wp-includes/js/jquery/jquery.min.js	404	404	404		OK-GONE
